ZIP Code	County Name	State Code	State Name	City Name	Source	Success	Error
35032					googlemaps	No	API status: OVER_QUERY_LIMIT
35033					googlemaps	No	API status: OVER_QUERY_LIMIT
35034					googlemaps	No	API status: OVER_QUERY_LIMIT
35035					googlemaps	No	API status: OVER_QUERY_LIMIT
35036					googlemaps	No	API status: OVER_QUERY_LIMIT
35038					googlemaps	No	API status: OVER_QUERY_LIMIT
35040					googlemaps	No	API status: OVER_QUERY_LIMIT
35042					googlemaps	No	API status: OVER_QUERY_LIMIT
35043					googlemaps	No	API status: OVER_QUERY_LIMIT
35044					googlemaps	No	API status: OVER_QUERY_LIMIT
35045					googlemaps	No	API status: OVER_QUERY_LIMIT
35046					googlemaps	No	API status: OVER_QUERY_LIMIT
35048					googlemaps	No	API status: OVER_QUERY_LIMIT
35049					googlemaps	No	API status: OVER_QUERY_LIMIT
35051					googlemaps	No	API status: OVER_QUERY_LIMIT
35052					googlemaps	No	API status: OVER_QUERY_LIMIT
35053					googlemaps	No	API status: OVER_QUERY_LIMIT
35054					googlemaps	No	API status: OVER_QUERY_LIMIT
35055					googlemaps	No	API status: OVER_QUERY_LIMIT
35056					googlemaps	No	API status: OVER_QUERY_LIMIT
35057					googlemaps	No	API status: OVER_QUERY_LIMIT
35058					googlemaps	No	API status: OVER_QUERY_LIMIT
35060					googlemaps	No	API status: OVER_QUERY_LIMIT
35061					googlemaps	No	API status: OVER_QUERY_LIMIT
35062					googlemaps	No	API status: OVER_QUERY_LIMIT
35063					googlemaps	No	API status: OVER_QUERY_LIMIT
35064					googlemaps	No	API status: OVER_QUERY_LIMIT
35068					googlemaps	No	API status: OVER_QUERY_LIMIT
35070					googlemaps	No	API status: OVER_QUERY_LIMIT
35071					googlemaps	No	API status: OVER_QUERY_LIMIT
35072					googlemaps	No	API status: OVER_QUERY_LIMIT
35073					googlemaps	No	API status: OVER_QUERY_LIMIT
35074					googlemaps	No	API status: OVER_QUERY_LIMIT
35077					googlemaps	No	API status: OVER_QUERY_LIMIT
35078					googlemaps	No	API status: OVER_QUERY_LIMIT
35079					googlemaps	No	API status: OVER_QUERY_LIMIT
35080					googlemaps	No	API status: OVER_QUERY_LIMIT
35082					googlemaps	No	API status: OVER_QUERY_LIMIT
35083					googlemaps	No	API status: OVER_QUERY_LIMIT
35085					googlemaps	No	API status: OVER_QUERY_LIMIT
35087					googlemaps	No	API status: OVER_QUERY_LIMIT
35089					googlemaps	No	API status: OVER_QUERY_LIMIT
35091					googlemaps	No	API status: OVER_QUERY_LIMIT
35094					googlemaps	No	API status: OVER_QUERY_LIMIT
35096					googlemaps	No	API status: OVER_QUERY_LIMIT
35097					googlemaps	No	API status: OVER_QUERY_LIMIT
35098					googlemaps	No	API status: OVER_QUERY_LIMIT
35111					googlemaps	No	API status: OVER_QUERY_LIMIT
35112					googlemaps	No	API status: OVER_QUERY_LIMIT
35114					googlemaps	No	API status: OVER_QUERY_LIMIT
35115					googlemaps	No	API status: OVER_QUERY_LIMIT
35116					googlemaps	No	API status: OVER_QUERY_LIMIT
35117					googlemaps	No	API status: OVER_QUERY_LIMIT
35118					googlemaps	No	API status: OVER_QUERY_LIMIT
35119					googlemaps	No	API status: OVER_QUERY_LIMIT
35120					googlemaps	No	API status: OVER_QUERY_LIMIT
35121					googlemaps	No	API status: OVER_QUERY_LIMIT
35124					googlemaps	No	API status: OVER_QUERY_LIMIT
35125					googlemaps	No	API status: OVER_QUERY_LIMIT
35126					googlemaps	No	API status: OVER_QUERY_LIMIT
35127					googlemaps	No	API status: OVER_QUERY_LIMIT
35128					googlemaps	No	API status: OVER_QUERY_LIMIT
35130					googlemaps	No	API status: OVER_QUERY_LIMIT
35131					googlemaps	No	API status: OVER_QUERY_LIMIT
35133					googlemaps	No	API status: OVER_QUERY_LIMIT
35135					googlemaps	No	API status: OVER_QUERY_LIMIT
35136					googlemaps	No	API status: OVER_QUERY_LIMIT
35143					googlemaps	No	API status: OVER_QUERY_LIMIT
35146					googlemaps	No	API status: OVER_QUERY_LIMIT
35147					googlemaps	No	API status: OVER_QUERY_LIMIT
35148					googlemaps	No	API status: OVER_QUERY_LIMIT
35149					googlemaps	No	API status: OVER_QUERY_LIMIT
35150					googlemaps	No	API status: OVER_QUERY_LIMIT
35151					googlemaps	No	API status: OVER_QUERY_LIMIT
35160					googlemaps	No	API status: OVER_QUERY_LIMIT
35171					googlemaps	No	API status: OVER_QUERY_LIMIT
35172					googlemaps	No	API status: OVER_QUERY_LIMIT
35173					googlemaps	No	API status: OVER_QUERY_LIMIT
35175					googlemaps	No	API status: OVER_QUERY_LIMIT
35176					googlemaps	No	API status: OVER_QUERY_LIMIT
35178					googlemaps	No	API status: OVER_QUERY_LIMIT
35179					googlemaps	No	API status: OVER_QUERY_LIMIT
35180					googlemaps	No	API status: OVER_QUERY_LIMIT
35181					googlemaps	No	API status: OVER_QUERY_LIMIT
35183					googlemaps	No	API status: OVER_QUERY_LIMIT
35184					googlemaps	No	API status: OVER_QUERY_LIMIT
35185					googlemaps	No	API status: OVER_QUERY_LIMIT
35186					googlemaps	No	API status: OVER_QUERY_LIMIT
35188					googlemaps	No	API status: OVER_QUERY_LIMIT
35201					googlemaps	No	API status: OVER_QUERY_LIMIT
35202					googlemaps	No	API status: OVER_QUERY_LIMIT
35203					googlemaps	No	API status: OVER_QUERY_LIMIT
35204					googlemaps	No	API status: OVER_QUERY_LIMIT
35205					googlemaps	No	API status: OVER_QUERY_LIMIT
35206					googlemaps	No	API status: OVER_QUERY_LIMIT
35207					googlemaps	No	API status: OVER_QUERY_LIMIT
35208					googlemaps	No	API status: OVER_QUERY_LIMIT
35209					googlemaps	No	API status: OVER_QUERY_LIMIT
35210					googlemaps	No	API status: OVER_QUERY_LIMIT
35211					googlemaps	No	API status: OVER_QUERY_LIMIT
35212					googlemaps	No	API status: OVER_QUERY_LIMIT
35213					googlemaps	No	API status: OVER_QUERY_LIMIT
35214					googlemaps	No	API status: OVER_QUERY_LIMIT
35215					googlemaps	No	API status: OVER_QUERY_LIMIT
35216					googlemaps	No	API status: OVER_QUERY_LIMIT
35217					googlemaps	No	API status: OVER_QUERY_LIMIT
35218					googlemaps	No	API status: OVER_QUERY_LIMIT
35219					googlemaps	No	API status: OVER_QUERY_LIMIT
35220					googlemaps	No	API status: OVER_QUERY_LIMIT
35221					googlemaps	No	API status: OVER_QUERY_LIMIT
35222					googlemaps	No	API status: OVER_QUERY_LIMIT
35223					googlemaps	No	API status: OVER_QUERY_LIMIT
35224					googlemaps	No	API status: OVER_QUERY_LIMIT
35226					googlemaps	No	API status: OVER_QUERY_LIMIT
35228					googlemaps	No	API status: OVER_QUERY_LIMIT
35229					googlemaps	No	API status: OVER_QUERY_LIMIT
35231					googlemaps	No	API status: OVER_QUERY_LIMIT
35232					googlemaps	No	API status: OVER_QUERY_LIMIT
35233					googlemaps	No	API status: OVER_QUERY_LIMIT
35234					googlemaps	No	API status: OVER_QUERY_LIMIT
35235					googlemaps	No	API status: OVER_QUERY_LIMIT
35236					googlemaps	No	API status: OVER_QUERY_LIMIT
35238					googlemaps	No	API status: OVER_QUERY_LIMIT
35242					googlemaps	No	API status: OVER_QUERY_LIMIT
35243					googlemaps	No	API status: OVER_QUERY_LIMIT
35244					googlemaps	No	API status: OVER_QUERY_LIMIT
35249					googlemaps	No	API status: OVER_QUERY_LIMIT
35253					googlemaps	No	API status: OVER_QUERY_LIMIT
35254					googlemaps	No	API status: OVER_QUERY_LIMIT
35255					googlemaps	No	API status: OVER_QUERY_LIMIT
35259					googlemaps	No	API status: OVER_QUERY_LIMIT
35260					googlemaps	No	API status: OVER_QUERY_LIMIT
35261					googlemaps	No	API status: OVER_QUERY_LIMIT
35266					googlemaps	No	API status: OVER_QUERY_LIMIT
35285					googlemaps	No	API status: OVER_QUERY_LIMIT
35293					googlemaps	No	API status: OVER_QUERY_LIMIT
35294					googlemaps	No	API status: OVER_QUERY_LIMIT
35295					googlemaps	No	API status: OVER_QUERY_LIMIT
35401					googlemaps	No	API status: OVER_QUERY_LIMIT
35402					googlemaps	No	API status: OVER_QUERY_LIMIT
35403					googlemaps	No	API status: OVER_QUERY_LIMIT
35404					googlemaps	No	API status: OVER_QUERY_LIMIT
35405					googlemaps	No	API status: OVER_QUERY_LIMIT
35406					googlemaps	No	API status: OVER_QUERY_LIMIT
35407					googlemaps	No	API status: OVER_QUERY_LIMIT
35441					googlemaps	No	API status: OVER_QUERY_LIMIT
35442					googlemaps	No	API status: OVER_QUERY_LIMIT
35443					googlemaps	No	API status: OVER_QUERY_LIMIT
35444					googlemaps	No	API status: OVER_QUERY_LIMIT
35446					googlemaps	No	API status: OVER_QUERY_LIMIT
35447					googlemaps	No	API status: OVER_QUERY_LIMIT
35449					googlemaps	No	API status: OVER_QUERY_LIMIT
35452					googlemaps	No	API status: OVER_QUERY_LIMIT
35453					googlemaps	No	API status: OVER_QUERY_LIMIT
35456					googlemaps	No	API status: OVER_QUERY_LIMIT
35457					googlemaps	No	API status: OVER_QUERY_LIMIT
35458					googlemaps	No	API status: OVER_QUERY_LIMIT
35459					googlemaps	No	API status: OVER_QUERY_LIMIT
35460					googlemaps	No	API status: OVER_QUERY_LIMIT
35461					googlemaps	No	API status: OVER_QUERY_LIMIT
35462	Greene County	AL	Alabama	Eutaw	googlemaps	Yes	
35463					googlemaps	No	API status: OVER_QUERY_LIMIT
35464					googlemaps	No	API status: OVER_QUERY_LIMIT
35466					googlemaps	No	API status: OVER_QUERY_LIMIT
35469					googlemaps	No	API status: OVER_QUERY_LIMIT
35470					googlemaps	No	API status: OVER_QUERY_LIMIT
35473					googlemaps	No	API status: OVER_QUERY_LIMIT
35474					googlemaps	No	API status: OVER_QUERY_LIMIT
35475					googlemaps	No	API status: OVER_QUERY_LIMIT
35476					googlemaps	No	API status: OVER_QUERY_LIMIT
35477					googlemaps	No	API status: OVER_QUERY_LIMIT
35480		AL	Alabama	Ralph	googlemaps	No	
35481					googlemaps	No	API status: OVER_QUERY_LIMIT
35486					googlemaps	No	API status: OVER_QUERY_LIMIT
35487					googlemaps	No	API status: OVER_QUERY_LIMIT
35490		AL	Alabama	Vance	googlemaps	No	
35491					googlemaps	No	API status: OVER_QUERY_LIMIT
35501					googlemaps	No	API status: OVER_QUERY_LIMIT
35502	Walker County	AL	Alabama	Jasper	googlemaps	Yes	
35503		AL	Alabama	Jasper	googlemaps	No	
35504					googlemaps	No	API status: OVER_QUERY_LIMIT
35540		AL	Alabama	Arley	googlemaps	No	
35541	Winston County	AL	Alabama	Arley	googlemaps	Yes	
35542					googlemaps	No	API status: OVER_QUERY_LIMIT
35543					googlemaps	No	API status: OVER_QUERY_LIMIT
35544					googlemaps	No	API status: OVER_QUERY_LIMIT
35545	Fayette County	AL	Alabama	Belk	googlemaps	Yes	
35546		AL	Alabama	Berry	googlemaps	No	
35548	Marion County	AL	Alabama	Brilliant	googlemaps	Yes	
35549		AL	Alabama	Carbon Hill	googlemaps	No	
35550	Walker County	AL	Alabama	Cordova	googlemaps	Yes	
35552		AL	Alabama	Detroit	googlemaps	No	
35553	Winston County	AL	Alabama	Double Springs	googlemaps	Yes	
35554		AL	Alabama	Eldridge	googlemaps	No	
35555					googlemaps	No	API status: OVER_QUERY_LIMIT
35559	Fayette County	AL	Alabama	Glen Allen	googlemaps	Yes	
35563					googlemaps	No	API status: OVER_QUERY_LIMIT
35564	Marion County	AL	Alabama	Hackleburg	googlemaps	Yes	
35565		AL	Alabama	Haleyville	googlemaps	No	
35570	Marion County	AL	Alabama	Hamilton	googlemaps	Yes	
35571		AL	Alabama	Hodges	googlemaps	No	
35572		AL	Alabama	Houston	googlemaps	No	
35573	Walker County	AL	Alabama	Kansas	googlemaps	Yes	
35574		AL	Alabama	Kennedy	googlemaps	No	
35575		AL	Alabama	Lynn	googlemaps	No	
35576		AL	Alabama	Millport	googlemaps	No	
35577	Winston County	AL	Alabama	Natural Bridge	googlemaps	Yes	
35578		AL	Alabama	Nauvoo	googlemaps	No	
35579		AL	Alabama	Oakman	googlemaps	No	
35580	Walker County	AL	Alabama	Parrish	googlemaps	Yes	
35581		AL	Alabama	Phil Campbell	googlemaps	No	
35582		AL	Alabama	Red Bay	googlemaps	No	
35584					googlemaps	No	API status: OVER_QUERY_LIMIT
35585					googlemaps	No	API status: OVER_QUERY_LIMIT
35586	Lamar County	AL	Alabama	Sulligent	googlemaps	Yes	
35587	Walker County	AL	Alabama	Townley	googlemaps	Yes	
35592	Lamar County	AL	Alabama	Vernon	googlemaps	Yes	
35593					googlemaps	No	API status: OVER_QUERY_LIMIT
35594		AL	Alabama	Winfield	googlemaps	No	
35601					googlemaps	No	API status: OVER_QUERY_LIMIT
35602	Morgan County	AL	Alabama	Decatur	googlemaps	Yes	
35603	Morgan County	AL	Alabama	Decatur	googlemaps	Yes	
35610					googlemaps	No	API status: OVER_QUERY_LIMIT
35611	Limestone County	AL	Alabama	Athens	googlemaps	Yes	
35612					googlemaps	No	API status: OVER_QUERY_LIMIT
35613	Limestone County	AL	Alabama	Athens	googlemaps	Yes	
35614		AL	Alabama	Athens	googlemaps	No	
35615					googlemaps	No	API status: OVER_QUERY_LIMIT
35616		AL	Alabama	Cherokee	googlemaps	No	
35618	Lawrence County	AL	Alabama	North Courtland	googlemaps	Yes	
35619					googlemaps	No	API status: OVER_QUERY_LIMIT
35620	Limestone County	AL	Alabama	Elkmont	googlemaps	Yes	
35621		AL	Alabama	Eva	googlemaps	No	
35622		AL	Alabama	Falkville	googlemaps	No	
35630		AL	Alabama	Florence	googlemaps	No	
35631					googlemaps	No	API status: OVER_QUERY_LIMIT
35632	Lauderdale County	AL	Alabama	Florence	googlemaps	Yes	
35633	Lauderdale County	AL	Alabama	Florence	googlemaps	Yes	
35634					googlemaps	No	API status: OVER_QUERY_LIMIT
35640	Morgan County	AL	Alabama	Hartselle	googlemaps	Yes	
35643		AL	Alabama	Hillsboro	googlemaps	No	
35645	Lauderdale County	AL	Alabama	Killen	googlemaps	Yes	
35646	Colbert County	AL	Alabama	Leighton	googlemaps	Yes	
35647	Limestone County	AL	Alabama	Lester	googlemaps	Yes	
35648	Lauderdale County	AL	Alabama	Lexington	googlemaps	Yes	
35649	Limestone County	AL	Alabama	Mooresville	googlemaps	Yes	
35650					googlemaps	No	API status: OVER_QUERY_LIMIT
35651					googlemaps	No	API status: OVER_QUERY_LIMIT
35652		AL	Alabama	Rogersville	googlemaps	No	
35653		AL	Alabama	Littleville	googlemaps	No	
35654		AL	Alabama	Russellville	googlemaps	No	
35660		AL	Alabama	Sheffield	googlemaps	No	
35661		AL	Alabama	Muscle Shoals	googlemaps	No	
35662	Colbert County	AL	Alabama	Muscle Shoals	googlemaps	Yes	
35670	Morgan County	AL	Alabama	Somerville	googlemaps	Yes	
35671	Limestone County	AL	Alabama	Tanner	googlemaps	Yes	
35672		AL	Alabama	Town Creek	googlemaps	No	
35673		AL	Alabama	Trinity	googlemaps	No	
35674	Colbert County	AL	Alabama	Tuscumbia	googlemaps	Yes	
35677	Lauderdale County	AL	Alabama	Waterloo	googlemaps	Yes	
35739					googlemaps	No	API status: OVER_QUERY_LIMIT
35740	Jackson County	AL	Alabama	Bridgeport	googlemaps	Yes	
35741	Madison County	AL	Alabama	Brownsboro	googlemaps	Yes	
35742	Limestone County	AL	Alabama	Capshaw	googlemaps	Yes	
35744					googlemaps	No	API status: OVER_QUERY_LIMIT
35745	Jackson County	AL	Alabama	Estillfork	googlemaps	Yes	
35746	Jackson County	AL	Alabama	Fackler	googlemaps	Yes	
35747	Marshall County	AL	Alabama	Grant	googlemaps	Yes	
35748		AL	Alabama	Gurley	googlemaps	No	
35749		AL	Alabama	Harvest	googlemaps	No	
35750	Madison County	AL	Alabama	Hazel Green	googlemaps	Yes	
35751	Jackson County	AL	Alabama	Hollytree	googlemaps	Yes	
35752	Jackson County	AL	Alabama	Hollywood	googlemaps	Yes	
35754		AL	Alabama		googlemaps	No	
35755		AL	Alabama	Langston	googlemaps	No	
35756		AL	Alabama	Madison	googlemaps	No	
35757					googlemaps	No	API status: OVER_QUERY_LIMIT
35758					googlemaps	No	API status: OVER_QUERY_LIMIT
35759	Madison County	AL	Alabama	Meridianville	googlemaps	Yes	
35760		AL	Alabama	New Hope	googlemaps	No	
35761	Madison County	AL	Alabama	New Market	googlemaps	Yes	
35762	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35763	Madison County	AL	Alabama		googlemaps	Yes	
35764	Jackson County	AL	Alabama	Paint Rock	googlemaps	Yes	
35765		AL	Alabama	Pisgah	googlemaps	No	
35766	Jackson County	AL	Alabama	Princeton	googlemaps	Yes	
35768	Jackson County	AL	Alabama	Scottsboro	googlemaps	Yes	
35769		AL	Alabama	Scottsboro	googlemaps	No	
35771		AL	Alabama	Section	googlemaps	No	
35772	Jackson County	AL	Alabama	Stevenson	googlemaps	Yes	
35773		AL	Alabama	Toney	googlemaps	No	
35774	Jackson County	AL	Alabama	Trenton	googlemaps	Yes	
35775		AL	Alabama	VLHRMOSO SPGS	googlemaps	No	
35776		AL	Alabama	Woodville	googlemaps	No	
35801	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35802	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35803	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35804	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35805	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35806	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35807	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35808	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35809	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35810	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35811	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35812	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35813	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35814	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35815	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35816	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35824	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35896	Madison County	AL	Alabama	Huntsville	googlemaps	Yes	
35901		AL	Alabama	Gadsden	googlemaps	No	
35902	Etowah County	AL	Alabama	Gadsden	googlemaps	Yes	
35903		AL	Alabama	Hokes Bluff	googlemaps	No	
35904	Etowah County	AL	Alabama	Gadsden	googlemaps	Yes	
35905		AL	Alabama	Gadsden	googlemaps	No	
35906		AL	Alabama	Rainbow City	googlemaps	No	
35907	Etowah County	AL	Alabama	Gadsden	googlemaps	Yes	
35950	Marshall County	AL	Alabama	Albertville	googlemaps	Yes	
35951		AL	Alabama	Albertville	googlemaps	No	
35952		AL	Alabama	Susan Moore	googlemaps	No	
35953	St. Clair County	AL	Alabama	Ashville	googlemaps	Yes	
35954		AL	Alabama	Attalla	googlemaps	No	
35956	Etowah County	AL	Alabama	Sardis City	googlemaps	Yes	
35957		AL	Alabama	Sardis City	googlemaps	No	
35958	Jackson County	AL	Alabama	Bryant	googlemaps	Yes	
35959	Cherokee County	AL	Alabama	Cedar Bluff	googlemaps	Yes	
35960	Cherokee County	AL	Alabama	Centre	googlemaps	Yes	
35961		AL	Alabama	Collinsville	googlemaps	No	
35962		AL	Alabama	Crossville	googlemaps	No	
35963	DeKalb County	AL	Alabama	Dawson	googlemaps	Yes	
35966		AL	Alabama	Flat Rock	googlemaps	No	
35967		AL	Alabama	Fort Payne	googlemaps	No	
35968	DeKalb County	AL	Alabama	Fort Payne	googlemaps	Yes	
35971	DeKalb County	AL	Alabama	Fyffe	googlemaps	Yes	
35972		AL	Alabama	Gallant	googlemaps	No	
35973	Cherokee County	AL	Alabama	Gaylesville	googlemaps	Yes	
35974	DeKalb County	AL	Alabama	Geraldine	googlemaps	Yes	
35975		AL	Alabama	Grove Oak	googlemaps	No	
35976		AL	Alabama	Guntersville	googlemaps	No	
35978		AL	Alabama	Henagar	googlemaps	No	
35979		AL	Alabama	Higdon	googlemaps	No	
35980		AL	Alabama	Horton	googlemaps	No	
35981	DeKalb County	AL	Alabama	Ider	googlemaps	Yes	
35983	Cherokee County	AL	Alabama	SANDROCK	googlemaps	Yes	
35984		AL	Alabama	Mentone	googlemaps	No	
35986	DeKalb County	AL	Alabama	Rainsville	googlemaps	Yes	
35987	St. Clair County	AL	Alabama	Steele	googlemaps	Yes	
35988	DeKalb County	AL	Alabama	Sylvania	googlemaps	Yes	
35989	DeKalb County	AL	Alabama	Valley Head	googlemaps	Yes	
35990	Etowah County	AL	Alabama	Walnut Grove	googlemaps	Yes	
36003		AL	Alabama	Autaugaville	googlemaps	No	
36005		AL	Alabama	Banks	googlemaps	No	
36006		AL	Alabama	Billingsley	googlemaps	No	
36008	Autauga County	AL	Alabama	Booth	googlemaps	Yes	
36009		AL	Alabama	Brantley	googlemaps	No	
36010		AL	Alabama	Brundidge	googlemaps	No	
36013	Montgomery County	AL	Alabama	Cecil	googlemaps	Yes	
36016	Barbour County	AL	Alabama	Clayton	googlemaps	Yes	
36017	Barbour County	AL	Alabama	Clio	googlemaps	Yes	
36020	Elmore County	AL	Alabama	Coosada	googlemaps	Yes	
36022		AL	Alabama	Deatsville	googlemaps	No	
36024	Elmore County	AL	Alabama	Eclectic	googlemaps	Yes	
36025	Elmore County	AL	Alabama	Elmore	googlemaps	Yes	
36026		AL	Alabama	Equality	googlemaps	No	
36027		AL	Alabama	Bakerhill	googlemaps	No	
36028		AL	Alabama	Dozier	googlemaps	No	
36029		AL	Alabama	Fitzpatrick	googlemaps	No	
36030		AL	Alabama	Forest Home	googlemaps	No	
36031	Macon County	AL	Alabama	Fort Davis	googlemaps	Yes	
36032		AL	Alabama	Fort Deposit	googlemaps	No	
36033		AL	Alabama	Georgiana	googlemaps	No	
36034	Crenshaw County	AL	Alabama	Glenwood	googlemaps	Yes	
36035		AL	Alabama	Goshen	googlemaps	No	
36036		AL	Alabama	Grady	googlemaps	No	
36037		AL	Alabama	Greenville	googlemaps	No	
36038	Covington County	AL	Alabama	Gantt	googlemaps	Yes	
36039		AL	Alabama	Hardaway	googlemaps	No	
36040	Lowndes County	AL	Alabama	Gordonville	googlemaps	Yes	
36041	Crenshaw County	AL	Alabama	Highland Home	googlemaps	Yes	
36042		AL	Alabama	Honoraville	googlemaps	No	
36043		AL	Alabama		googlemaps	No	
36046		AL	Alabama	Lapine	googlemaps	No	
36047		AL	Alabama	Letohatchee	googlemaps	No	
36048		AL	Alabama	Louisville	googlemaps	No	
36049	Crenshaw County	AL	Alabama	Luverne	googlemaps	Yes	
36051		AL	Alabama	Marbury	googlemaps	No	
36052		AL	Alabama		googlemaps	No	
36053		AL	Alabama	Midway	googlemaps	No	
36054		AL	Alabama	Millbrook	googlemaps	No	
36057	Montgomery County	AL	Alabama	Mount Meigs	googlemaps	Yes	
36064		AL	Alabama	Pike Road	googlemaps	No	
36066		AL	Alabama	Prattville	googlemaps	No	
36067	Autauga County	AL	Alabama	Prattville	googlemaps	Yes	
36068	Autauga County	AL	Alabama	Prattville	googlemaps	Yes	
36069		AL	Alabama	Ramer	googlemaps	No	
36071		AL	Alabama	Rutledge	googlemaps	No	
36072	Barbour County	AL	Alabama	Eufaula	googlemaps	Yes	
36075		AL	Alabama	Shorter	googlemaps	No	
36078		AL	Alabama	Tallassee	googlemaps	No	
36079		AL	Alabama	Troy	googlemaps	No	
36080		AL	Alabama	Titus	googlemaps	No	
36081		AL	Alabama	Troy	googlemaps	No	
36082	Pike County	AL	Alabama	Troy	googlemaps	Yes	
36083	Macon County	AL	Alabama	Tuskegee	googlemaps	Yes	
36087	Macon County	AL	Alabama	Tuskegee	googlemaps	Yes	
36088	Macon County	AL	Alabama	Tuskegee	googlemaps	Yes	
36089	Bullock County	AL	Alabama	Union Springs	googlemaps	Yes	
36091		AL	Alabama	Verbena	googlemaps	No	
36092	Elmore County	AL	Alabama	Wetumpka	googlemaps	Yes	
36093	Elmore County	AL	Alabama	Wetumpka	googlemaps	Yes	
36101	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36102	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36103	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36104	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36105	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36106	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36107	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36108		AL	Alabama	Montgomery	googlemaps	No	
36109	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36110		AL	Alabama	Montgomery	googlemaps	No	
36111	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36112	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36113	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36114	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36115	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36116	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36117	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36119	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
36120	Montgomery County	AL	Alabama	Montgomery	googlemaps	Yes	
