zip_code,county_name,state_code,state_name,city_name
"35487","Tuscaloosa County","AL","Alabama","Tuscaloosa"
"35491","Greene County","AL","Alabama","West Greene"
"35501","Walker County","AL","Alabama","Jasper"
"35502","Walker County","AL","Alabama","Jasper"
"35504","Walker County","AL","Alabama","Jasper"
"35541","Winston County","AL","Alabama","Arley"
"35542","Fayette County","AL","Alabama","Bankston"
"35543","Marion County","AL","Alabama","Bear Creek"
"35545","Fayette County","AL","Alabama","Belk"
"35548","Marion County","AL","Alabama","Brilliant"
"35550","Walker County","AL","Alabama","Cordova"
"35553","Winston County","AL","Alabama","Double Springs"
"35559","Fayette County","AL","Alabama","Glen Allen"
"35564","Marion County","AL","Alabama","Hackleburg"
"35570","Marion County","AL","Alabama","Hamilton"
"35573","Walker County","AL","Alabama","Kansas"
"35577","Winston County","AL","Alabama","Natural Bridge"
"35580","Walker County","AL","Alabama","Parrish"
"35584","Walker County","AL","Alabama","Sipsey"
"35585","Franklin County","AL","Alabama","Spruce Pine"
"35586","Lamar County","AL","Alabama","Sulligent"
"35587","Walker County","AL","Alabama","Townley"
"35592","Lamar County","AL","Alabama","Vernon"
"35602","Morgan County","AL","Alabama","Decatur"
"35603","Morgan County","AL","Alabama","Decatur"
"35611","Limestone County","AL","Alabama","Athens"
"35612","Limestone County","AL","Alabama","Athens"
"35613","Limestone County","AL","Alabama","Athens"
"35615","Limestone County","AL","Alabama","Belle Mina"
"35618","Lawrence County","AL","Alabama","North Courtland"
"35620","Limestone County","AL","Alabama","Elkmont"
"35631","Lauderdale County","AL","Alabama","Florence"
"35632","Lauderdale County","AL","Alabama","Florence"
"35633","Lauderdale County","AL","Alabama","Florence"
"35634","Lauderdale County","AL","Alabama","Florence"
"35640","Morgan County","AL","Alabama","Hartselle"
"35645","Lauderdale County","AL","Alabama","Killen"
"35646","Colbert County","AL","Alabama","Leighton"
"35647","Limestone County","AL","Alabama","Lester"
"35648","Lauderdale County","AL","Alabama","Lexington"
"35649","Limestone County","AL","Alabama","Mooresville"
"35650","Lawrence County","AL","Alabama","Moulton"
"35662","Colbert County","AL","Alabama","Muscle Shoals"
"35670","Morgan County","AL","Alabama","Somerville"
"35671","Limestone County","AL","Alabama","Tanner"
"35674","Colbert County","AL","Alabama","Tuscumbia"
"35677","Lauderdale County","AL","Alabama","Waterloo"
"35740","Jackson County","AL","Alabama","Bridgeport"
"35741","Madison County","AL","Alabama","Brownsboro"
"35742","Limestone County","AL","Alabama","Capshaw"
"35744","Jackson County","AL","Alabama","Dutton"
"35745","Jackson County","AL","Alabama","Estillfork"
"35746","Jackson County","AL","Alabama","Fackler"
"35747","Marshall County","AL","Alabama","Grant"
"35750","Madison County","AL","Alabama","Hazel Green"
"35751","Jackson County","AL","Alabama","Hollytree"
"35752","Jackson County","AL","Alabama","Hollywood"
"35758","Madison County","AL","Alabama","Triana"
"35759","Madison County","AL","Alabama","Meridianville"
"35761","Madison County","AL","Alabama","New Market"
"35762","Madison County","AL","Alabama","Huntsville"
"35763","Madison County","AL","Alabama",""
"35764","Jackson County","AL","Alabama","Paint Rock"
"35766","Jackson County","AL","Alabama","Princeton"
"35768","Jackson County","AL","Alabama","Scottsboro"
"35772","Jackson County","AL","Alabama","Stevenson"
"35774","Jackson County","AL","Alabama","Trenton"
"35801","Madison County","AL","Alabama","Huntsville"
"35802","Madison County","AL","Alabama","Huntsville"
"35803","Madison County","AL","Alabama","Huntsville"
"35804","Madison County","AL","Alabama","Huntsville"
"35805","Madison County","AL","Alabama","Huntsville"
"35806","Madison County","AL","Alabama","Huntsville"
"35807","Madison County","AL","Alabama","Huntsville"
"35808","Madison County","AL","Alabama","Huntsville"
"35809","Madison County","AL","Alabama","Huntsville"
"35810","Madison County","AL","Alabama","Huntsville"
"35811","Madison County","AL","Alabama","Huntsville"
"35812","Madison County","AL","Alabama","Huntsville"
"35813","Madison County","AL","Alabama","Huntsville"
"35814","Madison County","AL","Alabama","Huntsville"
"35815","Madison County","AL","Alabama","Huntsville"
"35816","Madison County","AL","Alabama","Huntsville"
"35824","Madison County","AL","Alabama","Huntsville"
"35896","Madison County","AL","Alabama","Huntsville"
"35902","Etowah County","AL","Alabama","Gadsden"
"35904","Etowah County","AL","Alabama","Gadsden"
"35907","Etowah County","AL","Alabama","Gadsden"
"35950","Marshall County","AL","Alabama","Albertville"
"35953","St. Clair County","AL","Alabama","Ashville"
"35956","Etowah County","AL","Alabama","Sardis City"
"35958","Jackson County","AL","Alabama","Bryant"
"35959","Cherokee County","AL","Alabama","Cedar Bluff"
"35960","Cherokee County","AL","Alabama","Centre"
"35963","DeKalb County","AL","Alabama","Dawson"
"35968","DeKalb County","AL","Alabama","Fort Payne"
"35971","DeKalb County","AL","Alabama","Fyffe"
"35973","Cherokee County","AL","Alabama","Gaylesville"
"35974","DeKalb County","AL","Alabama","Geraldine"
"35981","DeKalb County","AL","Alabama","Ider"
"35983","Cherokee County","AL","Alabama","SANDROCK"
"35986","DeKalb County","AL","Alabama","Rainsville"
"35987","St. Clair County","AL","Alabama","Steele"
"35988","DeKalb County","AL","Alabama","Sylvania"
"35989","DeKalb County","AL","Alabama","Valley Head"
"35990","Etowah County","AL","Alabama","Walnut Grove"
"36008","Autauga County","AL","Alabama","Booth"
"36013","Montgomery County","AL","Alabama","Cecil"
"36016","Barbour County","AL","Alabama","Clayton"
"36017","Barbour County","AL","Alabama","Clio"
"36020","Elmore County","AL","Alabama","Coosada"
"36024","Elmore County","AL","Alabama","Eclectic"
"36025","Elmore County","AL","Alabama","Elmore"
"36031","Macon County","AL","Alabama","Fort Davis"
"36034","Crenshaw County","AL","Alabama","Glenwood"
"36038","Covington County","AL","Alabama","Gantt"
"36040","Lowndes County","AL","Alabama","Gordonville"
"36041","Crenshaw County","AL","Alabama","Highland Home"
"36049","Crenshaw County","AL","Alabama","Luverne"
"36057","Montgomery County","AL","Alabama","Mount Meigs"
"36067","Autauga County","AL","Alabama","Prattville"
"36068","Autauga County","AL","Alabama","Prattville"
"36072","Barbour County","AL","Alabama","Eufaula"
"36082","Pike County","AL","Alabama","Troy"
"36083","Macon County","AL","Alabama","Tuskegee"
"36087","Macon County","AL","Alabama","Tuskegee"
"36088","Macon County","AL","Alabama","Tuskegee"
"36089","Bullock County","AL","Alabama","Union Springs"
"36092","Elmore County","AL","Alabama","Wetumpka"
"36093","Elmore County","AL","Alabama","Wetumpka"
"36101","Montgomery County","AL","Alabama","Montgomery"
"36102","Montgomery County","AL","Alabama","Montgomery"
"36103","Montgomery County","AL","Alabama","Montgomery"
"36104","Montgomery County","AL","Alabama","Montgomery"
"36105","Montgomery County","AL","Alabama","Montgomery"
"36106","Montgomery County","AL","Alabama","Montgomery"
"36107","Montgomery County","AL","Alabama","Montgomery"
"36109","Montgomery County","AL","Alabama","Montgomery"
"36111","Montgomery County","AL","Alabama","Montgomery"
"36112","Montgomery County","AL","Alabama","Montgomery"
"36113","Montgomery County","AL","Alabama","Montgomery"
"36114","Montgomery County","AL","Alabama","Montgomery"
"36115","Montgomery County","AL","Alabama","Montgomery"
"36116","Montgomery County","AL","Alabama","Montgomery"
"36117","Montgomery County","AL","Alabama","Montgomery"
"36119","Montgomery County","AL","Alabama","Montgomery"
"36120","Montgomery County","AL","Alabama","Montgomery"
"36121","Montgomery County","AL","Alabama","Montgomery"
"36123","Montgomery County","AL","Alabama","Montgomery"
"36124","Montgomery County","AL","Alabama","Montgomery"
"36125","Montgomery County","AL","Alabama","Montgomery"
"36130","Montgomery County","AL","Alabama","Montgomery"
"36131","Montgomery County","AL","Alabama","Montgomery"
"36201","Calhoun County","AL","Alabama","Anniston"
"36202","Calhoun County","AL","Alabama","Anniston"
"36204","Calhoun County","AL","Alabama","Anniston"
"36205","Calhoun County","AL","Alabama","Anniston"
"36206","Calhoun County","AL","Alabama","Anniston"
"36250","Calhoun County","AL","Alabama","Alexandria"
"36257","Calhoun County","AL","Alabama","Oxford"
"36262","Cleburne County","AL","Alabama","Fruithurst"
"36263","Randolph County","AL","Alabama","Graham"
"36265","Calhoun County","AL","Alabama","Jacksonville"
"36267","Clay County","AL","Alabama","Millerville"
"36269","Cleburne County","AL","Alabama","Muscadine"
"36271","Calhoun County","AL","Alabama","Ohatchee"
"36273","Cleburne County","AL","Alabama","Ranburne"
"36277","Calhoun County","AL","Alabama","Weaver"
"36278","Randolph County","AL","Alabama","Wedowee"
"36280","Randolph County","AL","Alabama","Newell"
"36302","Houston County","AL","Alabama","Dothan"
"36304","Houston County","AL","Alabama","Dothan"
"36310","Henry County","AL","Alabama","Abbeville"
"36312","Houston County","AL","Alabama","Ashford"
"36313","Geneva County","AL","Alabama","Bellwood"
"36314","Geneva County","AL","Alabama","Black"
"36320","Houston County","AL","Alabama","Cottonwood"
"36321","Houston County","AL","Alabama","Cowarts"
"36323","Coffee County","AL","Alabama","Elba"
"36340","Geneva County","AL","Alabama","Geneva"
"36343","Houston County","AL","Alabama","Gordon"
"36344","Geneva County","AL","Alabama","Hartford"
"36346","Coffee County","AL","Alabama","Jack"
"36351","Coffee County","AL","Alabama","New Brockton"
"36361","Dale County","AL","Alabama","Ozark"
"36362","Dale County","AL","Alabama","Fort Rucker"
"36370","Houston County","AL","Alabama","Pansey"
"36371","Dale County","AL","Alabama","Pinckard"
"36373","Henry County","AL","Alabama","Shorterville"
"36376","Houston County","AL","Alabama","Webb"
"36425","Monroe County","AL","Alabama","Beatrice"
"36436","Clarke County","AL","Alabama","Dickinson"
"36439","Monroe County","AL","Alabama","Excel"
"36441","Escambia County","AL","Alabama","Flomaton"
"36442","Covington County","AL","Alabama","Florala"
"36444","Monroe County","AL","Alabama","Franklin"
"36445","Monroe County","AL","Alabama","Frisco City"
"36446","Clarke County","AL","Alabama","Fulton"
"36451","Clarke County","AL","Alabama","Grove Hill"
"36454","Conecuh County","AL","Alabama","Lenox"
"36455","Covington County","AL","Alabama","Lockhart"
"36470","Monroe County","AL","Alabama","Perdue Hill"
"36473","Conecuh County","AL","Alabama","Range"
"36476","Covington County","AL","Alabama","River Falls"
"36481","Monroe County","AL","Alabama","Vredenburgh"
"36503","Escambia County","AL","Alabama","Atmore"
"36507","Baldwin County","AL","Alabama","Bay Minette"
"36509","Mobile County","AL","Alabama","Bayou La Batre"
"36511","Baldwin County","AL","Alabama","Bon Secour"
"36512","Mobile County","AL","Alabama","Bucks"
"36513","Washington County","AL","Alabama","Calvert"
"36518","Washington County","AL","Alabama","Chatom"
"36521","Mobile County","AL","Alabama","Chunchula"
"36523","Mobile County","AL","Alabama","Coden"
"36526","Baldwin County","AL","Alabama","Daphne"
"36527","Baldwin County","AL","Alabama","Spanish Fort"
"36528","Mobile County","AL","Alabama","Dauphin Island"
"36529","Washington County","AL","Alabama","Deer Park"
"36530","Baldwin County","AL","Alabama","Perdido Beach"
"36532","Baldwin County","AL","Alabama","Fairhope"
"36533","Baldwin County","AL","Alabama","Fairhope"
"36535","Baldwin County","AL","Alabama","Foley"
"36536","Baldwin County","AL","Alabama","Foley"
"36538","Washington County","AL","Alabama","Frankville"
"36539","Washington County","AL","Alabama","Fruitdale"
"36541","Mobile County","AL","Alabama","Grand Bay"
"36542","Baldwin County","AL","Alabama","Gulf Shores"
"36543","Escambia County","AL","Alabama","Huxford"
"36544","Mobile County","AL","Alabama","Irvington"
"36547","Baldwin County","AL","Alabama","Gulf Shores"
"36548","Washington County","AL","Alabama","Leroy"
"36549","Baldwin County","AL","Alabama","Lillian"
"36551","Baldwin County","AL","Alabama","Loxley"
"36553","Washington County","AL","Alabama","McIntosh"
"36555","Baldwin County","AL","Alabama","Magnolia Springs"
"36559","Baldwin County","AL","Alabama","Fairhope"
"36561","Baldwin County","AL","Alabama","Orange Beach"
"36564","Baldwin County","AL","Alabama","Point Clear"
"36567","Baldwin County","AL","Alabama","Robertsdale"
"36568","Mobile County","AL","Alabama","Saint Elmo"
"36569","Washington County","AL","Alabama","Saint Stephens"
"36571","Mobile County","AL","Alabama","Saraland"
"36572","Mobile County","AL","Alabama","Satsuma"
"36574","Baldwin County","AL","Alabama","Seminole"
"36575","Mobile County","AL","Alabama","Semmes"
"36576","Baldwin County","AL","Alabama","Silverhill"
"36577","Baldwin County","AL","Alabama","Spanish Fort"
"36578","Baldwin County","AL","Alabama","Stapleton"
"36580","Baldwin County","AL","Alabama","Summerdale"
"36581","Washington County","AL","Alabama","Sunflower"
"36582","Mobile County","AL","Alabama","Theodore"
"36583","Washington County","AL","Alabama","Tibbie"
"36584","Washington County","AL","Alabama","Vinegar Bend"
"36587","Mobile County","AL","Alabama","Wilmer"
"36590","Mobile County","AL","Alabama","Theodore"
"36601","Mobile County","AL","Alabama","Mobile"
"36602","Mobile County","AL","Alabama","Mobile"
"36603","Mobile County","AL","Alabama","Mobile"
"36604","Mobile County","AL","Alabama","Mobile"
"36605","Mobile County","AL","Alabama","Mobile"
"36606","Mobile County","AL","Alabama","Mobile"
"36607","Mobile County","AL","Alabama","Mobile"
"36608","Mobile County","AL","Alabama","Mobile"
"36609","Mobile County","AL","Alabama","Mobile"
"36611","Mobile County","AL","Alabama","Mobile"
"36612","Mobile County","AL","Alabama",""
"36613","Mobile County","AL","Alabama",""
"36615","Mobile County","AL","Alabama","Mobile"
"36616","Mobile County","AL","Alabama","Mobile"
"36617","Mobile County","AL","Alabama","Mobile"
"36618","Mobile County","AL","Alabama","Mobile"
"36619","Mobile County","AL","Alabama","Theodore"
"36633","Mobile County","AL","Alabama","Mobile"
"36640","Mobile County","AL","Alabama","Mobile"
"36652","Mobile County","AL","Alabama","Mobile"
"36660","Mobile County","AL","Alabama","Mobile"
"36663","Mobile County","AL","Alabama","Mobile"
"36670","Mobile County","AL","Alabama","Mobile"
"36671","Mobile County","AL","Alabama","Mobile"
"36685","Mobile County","AL","Alabama","Mobile"
"36688","Mobile County","AL","Alabama","Mobile"
"36689","Mobile County","AL","Alabama","Mobile"
"36691","Mobile County","AL","Alabama","Mobile"
"36693","Mobile County","AL","Alabama","Mobile"
"36695","Mobile County","AL","Alabama","Mobile"
"36702","Dallas County","AL","Alabama","Selma"
"36723","Wilcox County","AL","Alabama","Boykin"
"36726","Wilcox County","AL","Alabama","Camden"
"36727","Clarke County","AL","Alabama","Campbell"
"36736","Marengo County","AL","Alabama","Dixons Mills"
"36741","Wilcox County","AL","Alabama","Furman"
"36748","Marengo County","AL","Alabama","Linden"
"36752","Lowndes County","AL","Alabama","Lowndesboro"
"36753","Wilcox County","AL","Alabama","McWilliams"
"36754","Marengo County","AL","Alabama","Magnolia"
"36756","Perry County","AL","Alabama","Marion"
"36763","Marengo County","AL","Alabama","Myrtlewood"
"36764","Marengo County","AL","Alabama","Nanafalia"
"36766","Wilcox County","AL","Alabama","Oak Hill"
"36767","Dallas County","AL","Alabama","Orrville"
"36769","Wilcox County","AL","Alabama","Yellow Bluff"
"36782","Marengo County","AL","Alabama","Sweet Water"
"36790","Chilton County","AL","Alabama","Stanton"
"36803","Lee County","AL","Alabama","Opelika"
"36831","Lee County","AL","Alabama","Auburn"
"36849","Lee County","AL","Alabama","Auburn"
"36851","Russell County","AL","Alabama","Cottonton"
"36855","Chambers County","AL","Alabama","Five Points"
"36856","Russell County","AL","Alabama","Fort Mitchell"
"36858","Russell County","AL","Alabama","Hatchechubbee"
"36861","Tallapoosa County","AL","Alabama","Jackson's Gap"
"36862","Chambers County","AL","Alabama","La Fayette"
"36863","Chambers County","AL","Alabama","Lanett"
"36865","Lee County","AL","Alabama","Loachapoka"
"36868","Russell County","AL","Alabama","Phenix City"
"36869","Russell County","AL","Alabama","Phenix City"
"36875","Russell County","AL","Alabama","Seale"
"36877","Lee County","AL","Alabama","Smiths Station"
"36901","Sumter County","AL","Alabama","Bellamy"
"36904","Choctaw County","AL","Alabama","Lavaca"
"36907","Sumter County","AL","Alabama","Cuba"
"36908","Choctaw County","AL","Alabama","Gilbertown"
"36910","Choctaw County","AL","Alabama","Jachin"
"36913","Choctaw County","AL","Alabama","Melvin"
"36915","Choctaw County","AL","Alabama","Needham"
"37316","Polk County","TN","Tennessee","Conasauga"
"38505","Putnam County","TN","Tennessee","Cookeville"
"38634","Marshall County","MS","Mississippi","Holly Springs"
"38902","Grenada County","MS","Mississippi","Grenada"
"40404","Madison County","KY","Kentucky","Berea"
"40981","Perry County","KY","Kentucky","Saul"
"43032","Delaware County","OH","Ohio","Kilbourne"
"47865","Sullivan County","IN","Indiana","Paxton"
"49784","Chippewa County","MI","Michigan","Sault Ste. Marie"
"49942","Houghton County","MI","Michigan",""
"52557","Jefferson County","IA","Iowa","Fairfield"
"55814","St. Louis County","MN","Minnesota","DLTH FED PRIS"
"56030","Brown County","MN","Minnesota","Essig"
"56075","Martin County","MN","Minnesota","Fairmont"
"56140","Pipestone County","MN","Minnesota","Ihlen"
"56398","Stearns County","MN","Minnesota","St. Cloud"
"57117","Minnehaha County","SD","South Dakota","Sioux Falls"
"57756","Oglala Lakota County","SD","South Dakota","Manderson-White Horse Creek"
"57764","Oglala Lakota County","SD","South Dakota","Oglala"
"57770","Oglala Lakota County","SD","South Dakota","Pine Ridge"
"57772","Oglala Lakota County","SD","South Dakota","Porcupine"
"57794","Oglala Lakota County","SD","South Dakota","Wounded Knee"
"58074","Richland County","ND","North Dakota","Wahpeton"
"70038","Plaquemines Parish","LA","Louisiana","Boothville-Venice"
"70302","Lafourche Parish","LA","Louisiana","Thibodaux"
"70310","Lafourche Parish","LA","Louisiana","Thibodaux"
"70609","Calcasieu Parish","LA","Louisiana","Lake Charles"
"70813","East Baton Rouge Parish","LA","Louisiana","Baton Rouge"
"71284","Madison Parish","LA","Louisiana","Tallulah"
"71601","Jefferson County","AR","Arkansas","Pine Bluff"
"71635","Ashley County","AR","Arkansas","Crossett"
"71640","Chicot County","AR","Arkansas","Eudora"
"71659","Jefferson County","AR","Arkansas","Moscow"
"71662","Desha County","AR","Arkansas","Pickens"
"71666","Desha County","AR","Arkansas","Rohwer"
"71678","Lincoln County","AR","Arkansas","Yorktown"
"71721","Clark County","AR","Arkansas","Beirne"
"71722","Nevada County","AR","Arkansas","Bluff City"
"71724","Union County","AR","Arkansas","Calion"
"71728","Clark County","AR","Arkansas","Curtis"
"71731","Union County","AR","Arkansas","El Dorado"
"71744","Calhoun County","AR","Arkansas","Hampton"
"71745","Calhoun County","AR","Arkansas","Harrell"
"71748","Dallas County","AR","Arkansas","Ivan"
"71749","Union County","AR","Arkansas","Junction City"
"71754","Columbia County","AR","Arkansas","Magnolia"
"71759","Union County","AR","Arkansas","Norphlet"
"71766","Calhoun County","AR","Arkansas","Thornton"
"71772","Clark County","AR","Arkansas","Whelen Springs"
"71820","Little River County","AR","Arkansas","Alleene"
"71823","Sevier County","AR","Arkansas","Ben Lomond"
"71825","Hempstead County","AR","Arkansas","Blevins"
"71828","Nevada County","AR","Arkansas","Cale"
"71831","Hempstead County","AR","Arkansas","Columbus"
"71832","Sevier County","AR","Arkansas","De Queen"
"71834","Miller County","AR","Arkansas",""
"71836","Little River County","AR","Arkansas","Foreman"
"71837","Miller County","AR","Arkansas","Fouke"
"71840","Miller County","AR","Arkansas","Genoa"
"71855","Hempstead County","AR","Arkansas","Ozan"
"71858","Nevada County","AR","Arkansas","Rosston"
"71862","Hempstead County","AR","Arkansas","Washington"
"71864","Nevada County","AR","Arkansas","Willisville"
"71865","Little River County","AR","Arkansas","Wilton"
"71901","Garland County","AR","Arkansas",""
"71902","Garland County","AR","Arkansas","Hot Springs"
"71903","Garland County","AR","Arkansas","Hot Springs"
"71910","Garland County","AR","Arkansas",""
"71914","Garland County","AR","Arkansas","Hot Springs"
"71922","Pike County","AR","Arkansas","Antoine"
"71932","Polk County","AR","Arkansas","Board Camp"
"71935","Montgomery County","AR","Arkansas","Caddo Gap"
"71937","Polk County","AR","Arkansas","Hatton"
"71941","Hot Spring County","AR","Arkansas","Donaldson"
"71942","Hot Spring County","AR","Arkansas","Friendship"
"71944","Polk County","AR","Arkansas","Grannis"
"71945","Polk County","AR","Arkansas","Hatfield"
"71952","Pike County","AR","Arkansas","Langley"
"71956","Garland County","AR","Arkansas","Mountain Pine"
